7086,1,0.00069376
7087,1,0.0012135
7088,1,0.0003443
7089,1,0.00094797
7090,1,0.00063447
7091,1,0.0006172
7092,1,0.0004305
7093,1,0.00038449
7094,1,0.00033934
7095,1,0.00047769
7096,1,0.0010438
7097,1,0.00079086
7098,1,0.0005256
7099,1,0.00079753
7100,1,0.00058369
7101,1,0.00032164
7102,1,0.00032942
7103,1,0.00043855
7104,1,0.0024399
7105,1,0.00070703
7106,1,0.00056543
7107,1,0.00038596
7108,1,0.00052669
7109,1,0.00052736
7110,1,0.00091853
7111,1,0.00040492
7112,1,0.00048933
7113,1,0.00054651
7114,1,0.00073901
7115,1,0.00092653
7116,1,0.00075093
7117,1,0.0014691
7118,1,0.000897
7119,1,0.00122
7120,1,0.00049465
7121,1,0.00065136
7122,1,0.00097508
7123,1,0.0011007
7124,1,0.00073773
7125,1,0.00099694
7127,1,0.00098488
7128,1,0.0010667
7129,1,0.00091531
7130,1,0.00083743
7131,1,0.0011082
7132,1,0.00070816
7133,1,0.0010674
7134,1,0.00084315
7135,1,0.00087552
7136,1,0.00087648
7137,1,0.0005413
7138,1,0.00083861
7139,1,0.00040743
7140,1,0.00069652
7141,1,0.00080855
7142,1,0.00061165
7143,1,0.00059413
7144,1,0.00089514
7145,1,0.00057105
7146,1,0.00088079
7147,1,0.00073302
7148,1,0.0014339
7149,1,0.00042223
7150,1,0.00087221
7151,1,0.00097169
7152,1,0.00070921
7153,1,0.0010852
7154,1,0.00099627
7156,1,0.00079547
7157,1,0.0012983
7158,1,0.00058162
7159,1,0.00086458
7160,1,0.0013506
7161,1,0.00033024
7162,1,0.00035949
7163,1,0.00075584
7164,1,0.00084821
7165,1,0.00042707
7166,1,0.00059609
7167,1,0.0012427
7168,1,0.00087352
7169,1,0.00067331
7170,1,0.00053465
7171,1,0.00040943
7172,1,0.00073161
7173,1,0.00080193
7174,1,0.00099811
7175,1,0.00047277
7176,1,0.00083232
7177,1,0.0010346
7178,1,0.00088994
7179,1,0.000637
7180,1,0.00048774
7181,1,0.00071482
7182,1,0.00077311
7183,1,0.0010033
7184,1,0.00053419
7185,1,0.0018684
7186,1,0.00051056
7187,1,0.0029017
7188,1,0.00098848
7189,1,0.00085706
7190,1,0.0014092
7191,1,0.00045156
7192,1,0.00084276
7193,1,0.00045137
7194,1,0.00033823
7195,1,0.00079034
7087,2,0.12507
7091,2,0.078846
7093,2,0.07483
7094,2,0.020656
